"customer_ID";"Age";"annual_income(USD)";"education_Basic";"education_2n Cycle";"education_Graduation";"education_Master";"education_PhD";"marital_Single";"marital_Married";"marital_Together";"marital_Divorced";"marital_Widow";"Kids_per_home";"Teens_per_home";"Customer_Days";"customer_years";"Education";"Marital_Status";"Age_group";"Income_bracket";"customer_months"
510;67;61278;0;0;1;0;0;0;0;1;0;0;0;1;2335;6;"Graduation";"Together";"65+";"Upper Middle";77
511;44;7500;0;0;1;0;0;0;1;0;0;0;1;0;2856;7;"Graduation";"Married";"35-44";"Very Low Income";95
512;45;58330;0;0;1;0;0;0;0;0;0;1;0;1;2345;6;"Graduation";"Widow";"35-44";"Middle Income";78
513;74;82800;0;0;0;0;1;1;0;0;0;0;0;0;2741;7;"PhD";"Single";"65+";"Upper Middle";91
514;52;41335;0;0;0;1;0;0;0;0;1;0;1;0;2344;6;"Masters";"Divorced";"45-54";"Middle Income";78
515;50;105471;0;0;1;0;0;0;0;1;0;0;0;0;2683;7;"Graduation";"Together";"45-54";"High Income";89
516;42;54162;0;0;1;0;0;0;0;0;0;1;1;1;2627;7;"Graduation";"Widow";"35-44";"Middle Income";87
517;40;25965;1;0;0;0;0;0;1;0;0;0;0;0;2819;7;"Basic";"Married";"35-44";"Low Income";93
518;66;72550;0;0;0;0;1;0;1;0;0;0;1;1;2757;7;"PhD";"Married";"65+";"Upper Middle";91
519;65;80395;0;0;1;0;0;0;1;0;0;0;0;0;2377;6;"Graduation";"Married";"55-65";"Upper Middle";79
520;42;66373;0;0;1;0;0;0;1;0;0;0;1;1;2541;6;"Graduation";"Married";"35-44";"Upper Middle";84
521;60;30522;0;0;0;1;0;0;1;0;0;0;0;1;2840;7;"Masters";"Married";"55-65";"Middle Income";94
522;60;32218;0;1;0;0;0;1;0;0;0;0;0;0;2293;6;"2n_Cycle";"Single";"55-65";"Middle Income";76
523;59;54456;0;0;0;0;1;0;1;0;0;0;0;1;2512;6;"PhD";"Married";"55-65";"Middle Income";83
524;44;75012;0;0;0;1;0;0;0;0;1;0;0;0;2314;6;"Masters";"Divorced";"35-44";"Upper Middle";77
525;38;37040;0;0;1;0;0;0;1;0;0;0;0;0;2849;7;"Graduation";"Married";"35-44";"Middle Income";94
526;51;26877;0;0;0;1;0;1;0;0;0;0;0;0;2473;6;"Masters";"Single";"45-54";"Low Income";82
527;49;31632;0;0;1;0;0;1;0;0;0;0;0;0;2509;6;"Graduation";"Single";"45-54";"Middle Income";83
528;64;14661;0;0;0;1;0;0;0;1;0;0;0;0;2703;7;"Masters";"Together";"55-65";"Low Income";90
529;55;56962;0;0;0;1;0;0;1;0;0;0;2;1;2420;6;"Masters";"Married";"45-54";"Middle Income";80
530;47;83917;0;0;1;0;0;1;0;0;0;0;0;0;2596;7;"Graduation";"Single";"45-54";"Upper Middle";86
531;29;89891;0;0;1;0;0;0;0;1;0;0;0;0;2599;7;"Graduation";"Together";"25-34";"Upper Middle";86
532;61;18690;0;0;1;0;0;0;1;0;0;0;0;0;2707;7;"Graduation";"Married";"55-65";"Low Income";90
533;71;35946;0;0;0;0;1;0;0;0;1;0;1;1;2434;6;"PhD";"Divorced";"65+";"Middle Income";81
534;40;41850;0;0;1;0;0;0;1;0;0;0;1;1;2711;7;"Graduation";"Married";"35-44";"Middle Income";90
535;50;55282;0;0;0;1;0;0;0;0;1;0;1;0;2357;6;"Masters";"Divorced";"45-54";"Middle Income";78
536;65;82384;0;0;0;1;0;0;0;1;0;0;0;0;2746;7;"Masters";"Together";"55-65";"Upper Middle";91
537;71;72298;0;0;1;0;0;0;0;0;0;1;0;0;2270;6;"Graduation";"Widow";"65+";"Upper Middle";75
538;46;45068;0;0;0;0;1;0;0;1;0;0;0;1;2568;7;"PhD";"Together";"45-54";"Middle Income";85
539;67;53593;0;0;0;0;1;0;0;1;0;0;1;1;2850;7;"PhD";"Together";"65+";"Middle Income";95
540;50;35682;0;0;0;0;1;0;0;0;1;0;1;0;2161;5;"PhD";"Divorced";"45-54";"Middle Income";72
541;42;31626;0;0;0;0;1;1;0;0;0;0;1;0;2574;7;"PhD";"Single";"35-44";"Middle Income";85
542;70;63120;0;0;0;1;0;0;0;0;1;0;0;1;2798;7;"Masters";"Divorced";"65+";"Upper Middle";93
543;58;46102;0;0;1;0;0;0;0;0;1;0;2;1;2270;6;"Graduation";"Divorced";"55-65";"Middle Income";75
544;45;33249;0;0;1;0;0;1;0;0;0;0;1;0;2653;7;"Graduation";"Single";"35-44";"Middle Income";88
545;72;45072;0;0;0;0;1;0;0;0;1;0;1;2;2415;6;"PhD";"Divorced";"65+";"Middle Income";80
546;56;60597;0;0;1;0;0;0;1;0;0;0;0;1;2338;6;"Graduation";"Married";"55-65";"Upper Middle";77
547;51;62882;0;0;1;0;0;0;0;1;0;0;0;1;2848;7;"Graduation";"Together";"45-54";"Upper Middle";94
548;71;70165;0;0;1;0;0;0;0;0;0;1;0;0;2439;6;"Graduation";"Widow";"65+";"Upper Middle";81
549;68;84574;0;0;1;0;0;1;0;0;0;0;0;0;2549;6;"Graduation";"Single";"65+";"Upper Middle";84
550;58;59247;0;0;0;1;0;1;0;0;0;0;0;2;2392;6;"Masters";"Single";"55-65";"Middle Income";79
551;69;43185;0;0;1;0;0;0;0;0;1;0;0;1;2604;7;"Graduation";"Divorced";"65+";"Middle Income";86
552;67;58398;0;0;1;0;0;0;0;1;0;0;0;0;2570;7;"Graduation";"Together";"65+";"Middle Income";85
553;62;48192;0;0;1;0;0;0;1;0;0;0;0;0;2608;7;"Graduation";"Married";"55-65";"Middle Income";86
554;50;66731;0;0;1;0;0;0;0;0;0;1;0;1;2814;7;"Graduation";"Widow";"45-54";"Upper Middle";93
555;67;64108;0;0;0;0;1;1;0;0;0;0;0;1;2622;7;"PhD";"Single";"65+";"Upper Middle";87
556;62;50520;0;0;0;0;1;0;0;0;0;1;0;1;2311;6;"PhD";"Widow";"55-65";"Middle Income";77
557;38;50272;0;0;1;0;0;0;0;1;0;0;1;0;2485;6;"Graduation";"Together";"35-44";"Middle Income";82
558;45;33183;0;0;1;0;0;0;1;0;0;0;1;0;2284;6;"Graduation";"Married";"35-44";"Middle Income";76
559;49;73691;0;0;1;0;0;0;1;0;0;0;0;1;2394;6;"Graduation";"Married";"45-54";"Upper Middle";79
560;64;34941;0;0;0;1;0;0;0;1;0;0;1;1;2639;7;"Masters";"Together";"55-65";"Middle Income";87
561;44;49681;0;0;0;1;0;0;1;0;0;0;0;2;2396;6;"Masters";"Married";"35-44";"Middle Income";79
562;40;77353;0;0;1;0;0;0;1;0;0;0;0;1;2354;6;"Graduation";"Married";"35-44";"Upper Middle";78
563;45;76618;0;0;0;0;1;0;1;0;0;0;0;0;2728;7;"PhD";"Married";"35-44";"Upper Middle";90
564;49;56850;0;0;0;1;0;0;1;0;0;0;0;1;2257;6;"Masters";"Married";"45-54";"Middle Income";75
565;70;48767;0;0;0;0;1;1;0;0;0;0;1;2;2338;6;"PhD";"Single";"65+";"Middle Income";77
566;36;42207;0;0;0;1;0;0;1;0;0;0;1;0;2613;7;"Masters";"Married";"35-44";"Middle Income";87
567;51;66582;0;0;0;0;1;1;0;0;0;0;0;0;2277;6;"PhD";"Single";"45-54";"Upper Middle";75
568;47;89694;0;0;1;0;0;0;0;0;1;0;1;1;2422;6;"Graduation";"Divorced";"45-54";"Upper Middle";80
569;72;76140;0;0;0;0;1;0;0;1;0;0;0;0;2206;6;"PhD";"Together";"65+";"Upper Middle";73
570;60;87305;0;1;0;0;0;0;0;0;1;0;0;0;2803;7;"2n_Cycle";"Divorced";"55-65";"Upper Middle";93
571;68;75127;0;0;1;0;0;1;0;0;0;0;0;0;2197;6;"Graduation";"Single";"65+";"Upper Middle";73
572;33;21063;1;0;0;0;0;1;0;0;0;0;1;0;2436;6;"Basic";"Single";"25-34";"Low Income";81
573;46;26751;0;0;1;0;0;0;1;0;0;0;2;0;2197;6;"Graduation";"Married";"45-54";"Low Income";73
574;53;79146;0;0;1;0;0;1;0;0;0;0;1;1;2225;6;"Graduation";"Single";"45-54";"Upper Middle";74
575;42;38702;0;1;0;0;0;0;0;1;0;0;1;0;2491;6;"2n_Cycle";"Together";"35-44";"Middle Income";83
576;63;55267;0;0;1;0;0;0;1;0;0;0;0;1;2410;6;"Graduation";"Married";"55-65";"Middle Income";80
577;46;20130;0;1;0;0;0;0;1;0;0;0;0;0;2263;6;"2n_Cycle";"Married";"45-54";"Low Income";75
578;71;72025;0;0;1;0;0;0;1;0;0;0;0;0;2220;6;"Graduation";"Married";"65+";"Upper Middle";74
579;57;81300;0;0;0;0;1;0;1;0;0;0;0;1;2766;7;"PhD";"Married";"55-65";"Upper Middle";92
580;42;25851;0;0;1;0;0;0;0;1;0;0;1;0;2662;7;"Graduation";"Together";"35-44";"Low Income";88
581;52;29187;0;0;0;0;1;0;1;0;0;0;1;0;2575;7;"PhD";"Married";"45-54";"Low Income";85
582;41;70337;0;0;1;0;0;1;0;0;0;0;0;0;2337;6;"Graduation";"Single";"35-44";"Upper Middle";77
583;56;82224;0;0;1;0;0;0;1;0;0;0;0;0;2314;6;"Graduation";"Married";"55-65";"Upper Middle";77
584;64;46984;0;0;1;0;0;0;0;0;0;1;1;1;2619;7;"Graduation";"Widow";"55-65";"Middle Income";87
585;65;75261;0;0;0;0;1;0;0;1;0;0;0;0;2591;7;"PhD";"Together";"55-65";"Upper Middle";86
586;72;66375;0;0;0;0;1;0;0;1;0;0;0;1;2379;6;"PhD";"Together";"65+";"Upper Middle";79
587;65;48726;0;0;1;0;0;0;1;0;0;0;0;1;2587;7;"Graduation";"Married";"55-65";"Middle Income";86
588;61;23295;0;0;1;0;0;0;0;0;1;0;0;0;2510;6;"Graduation";"Divorced";"55-65";"Low Income";83
589;61;62859;0;0;0;0;1;0;0;0;1;0;0;1;2705;7;"PhD";"Divorced";"55-65";"Upper Middle";90
590;68;50300;0;0;1;0;0;0;1;0;0;0;0;1;2194;6;"Graduation";"Married";"65+";"Middle Income";73
591;47;67432;0;0;1;0;0;0;1;0;0;0;0;1;2616;7;"Graduation";"Married";"45-54";"Upper Middle";87
592;50;58710;0;0;1;0;0;0;0;0;1;0;0;1;2614;7;"Graduation";"Divorced";"45-54";"Middle Income";87
593;35;36145;0;1;0;0;0;0;1;0;0;0;1;0;2537;6;"2n_Cycle";"Married";"25-34";"Middle Income";84
594;49;54690;0;1;0;0;0;0;1;0;0;0;1;1;2393;6;"2n_Cycle";"Married";"45-54";"Middle Income";79
595;69;34838;0;0;1;0;0;0;1;0;0;0;1;1;2685;7;"Graduation";"Married";"65+";"Middle Income";89
596;50;31880;0;0;1;0;0;0;0;0;0;1;1;0;2765;7;"Graduation";"Widow";"45-54";"Middle Income";92
597;48;59666;0;0;1;0;0;0;1;0;0;0;1;1;2623;7;"Graduation";"Married";"45-54";"Middle Income";87
598;34;25252;0;0;1;0;0;0;1;0;0;0;1;0;2511;6;"Graduation";"Married";"25-34";"Low Income";83
599;68;83844;0;0;1;0;0;0;0;1;0;0;0;0;2572;7;"Graduation";"Together";"65+";"Upper Middle";85
600;58;56181;0;0;1;0;0;0;1;0;0;0;0;1;2696;7;"Graduation";"Married";"55-65";"Middle Income";89
601;56;45906;0;0;1;0;0;1;0;0;0;0;0;1;2577;7;"Graduation";"Single";"55-65";"Middle Income";85
602;38;66664;0;1;0;0;0;0;0;1;0;0;0;0;2801;7;"2n_Cycle";"Together";"35-44";"Upper Middle";93
603;48;42618;0;0;0;1;0;0;0;0;1;0;1;0;2422;6;"Masters";"Divorced";"45-54";"Middle Income";80
604;68;70545;0;0;0;1;0;0;0;1;0;0;0;1;2185;5;"Masters";"Together";"65+";"Upper Middle";72
605;40;65295;0;0;0;0;1;1;0;0;0;0;0;0;2347;6;"PhD";"Single";"35-44";"Upper Middle";78
606;76;82716;0;0;0;0;1;1;0;0;0;0;0;0;2395;6;"PhD";"Single";"65+";"Upper Middle";79
607;55;55250;0;0;0;1;0;1;0;0;0;0;0;1;2775;7;"Masters";"Single";"45-54";"Middle Income";92
608;48;72504;0;0;1;0;0;1;0;0;0;0;0;1;2608;7;"Graduation";"Single";"45-54";"Upper Middle";86
609;32;78285;0;0;0;1;0;0;1;0;0;0;0;0;2403;6;"Masters";"Married";"25-34";"Upper Middle";80
610;62;45160;0;0;1;0;0;1;0;0;0;0;1;1;2251;6;"Graduation";"Single";"55-65";"Middle Income";75
611;56;59304;0;0;0;0;1;0;1;0;0;0;0;1;2494;6;"PhD";"Married";"55-65";"Middle Income";83
612;69;53790;0;0;1;0;0;0;1;0;0;0;0;2;2274;6;"Graduation";"Married";"65+";"Middle Income";75
613;45;17003;0;1;0;0;0;0;1;0;0;0;1;0;2361;6;"2n_Cycle";"Married";"35-44";"Low Income";78
614;57;68118;0;0;1;0;0;0;0;0;1;0;0;1;2413;6;"Graduation";"Divorced";"55-65";"Upper Middle";80
615;53;68743;0;0;1;0;0;0;0;0;1;0;0;0;2827;7;"Graduation";"Divorced";"45-54";"Upper Middle";94
616;31;17487;1;0;0;0;0;0;1;0;0;0;1;0;2627;7;"Basic";"Married";"25-34";"Low Income";87
617;56;81246;0;0;1;0;0;1;0;0;0;0;0;0;2341;6;"Graduation";"Single";"55-65";"Upper Middle";78
618;55;74806;0;0;0;1;0;0;1;0;0;0;0;1;2716;7;"Masters";"Married";"45-54";"Upper Middle";90
619;51;56796;0;0;1;0;0;0;1;0;0;0;0;1;2657;7;"Graduation";"Married";"45-54";"Middle Income";88
620;44;66476;0;0;0;0;1;0;0;0;1;0;0;1;2638;7;"PhD";"Divorced";"35-44";"Upper Middle";87
621;45;61456;0;0;1;0;0;0;1;0;0;0;0;1;2618;7;"Graduation";"Married";"35-44";"Upper Middle";87
622;40;14515;0;1;0;0;0;0;0;1;0;0;1;0;2756;7;"2n_Cycle";"Together";"35-44";"Low Income";91
623;41;75507;0;0;1;0;0;0;0;1;0;0;0;0;2217;6;"Graduation";"Together";"35-44";"Upper Middle";73
624;33;67430;0;0;1;0;0;0;0;1;0;0;0;0;2821;7;"Graduation";"Together";"25-34";"Upper Middle";94
625;50;30015;0;0;1;0;0;1;0;0;0;0;1;0;2306;6;"Graduation";"Single";"45-54";"Middle Income";76
626;48;86857;0;0;0;0;1;1;0;0;0;0;0;0;2814;7;"PhD";"Single";"45-54";"Upper Middle";93
627;73;77632;0;0;0;1;0;0;0;1;0;0;0;0;2635;7;"Masters";"Together";"65+";"Upper Middle";87
628;64;31395;0;1;0;0;0;0;0;0;1;0;1;1;2622;7;"2n_Cycle";"Divorced";"55-65";"Middle Income";87
629;45;73170;0;0;1;0;0;1;0;0;0;0;0;0;2188;5;"Graduation";"Single";"35-44";"Upper Middle";72
630;28;34935;0;0;1;0;0;0;1;0;0;0;0;0;2532;6;"Graduation";"Married";"25-34";"Middle Income";84
631;65;52750;0;0;0;1;0;0;1;0;0;0;0;1;2669;7;"Masters";"Married";"55-65";"Middle Income";88
632;25;71163;0;0;1;0;0;1;0;0;0;0;0;0;2271;6;"Graduation";"Single";"25-34";"Upper Middle";75
633;64;50943;0;0;0;1;0;0;0;1;0;0;0;1;2532;6;"Masters";"Together";"55-65";"Middle Income";84
634;66;59111;0;0;1;0;0;0;1;0;0;0;0;0;2582;7;"Graduation";"Married";"65+";"Middle Income";86
635;31;77845;0;0;0;0;1;0;0;1;0;0;0;0;2203;6;"PhD";"Together";"25-34";"Upper Middle";73
636;55;75276;0;0;1;0;0;0;0;1;0;0;0;0;2799;7;"Graduation";"Together";"45-54";"Upper Middle";93
637;51;69476;0;0;0;0;1;0;0;1;0;0;0;0;2431;6;"PhD";"Together";"45-54";"Upper Middle";81
638;49;36230;0;0;0;1;0;1;0;0;0;0;1;0;2414;6;"Masters";"Single";"45-54";"Middle Income";80
639;44;24027;0;0;1;0;0;0;1;0;0;0;1;0;2544;6;"Graduation";"Married";"35-44";"Low Income";84
640;34;91820;0;0;0;0;1;0;0;1;0;0;0;0;2377;6;"PhD";"Together";"25-34";"High Income";79
641;50;33697;0;0;1;0;0;1;0;0;0;0;1;0;2446;6;"Graduation";"Single";"45-54";"Middle Income";81
642;46;42373;0;0;1;0;0;1;0;0;0;0;1;1;2477;6;"Graduation";"Single";"45-54";"Middle Income";82
643;40;37406;0;0;1;0;0;0;1;0;0;0;1;0;2421;6;"Graduation";"Married";"35-44";"Middle Income";80
644;71;38823;0;0;1;0;0;0;0;1;0;0;0;1;2827;7;"Graduation";"Together";"65+";"Middle Income";94
645;42;63855;0;1;0;0;0;0;0;1;0;0;0;0;2664;7;"2n_Cycle";"Together";"35-44";"Upper Middle";88
646;36;18988;0;0;0;0;1;0;1;0;0;0;1;0;2196;6;"PhD";"Married";"35-44";"Low Income";73
647;60;50611;0;0;0;0;1;0;0;0;1;0;0;1;2792;7;"PhD";"Divorced";"55-65";"Middle Income";93
648;60;30507;0;0;1;0;0;0;0;1;0;0;0;0;2634;7;"Graduation";"Together";"55-65";"Middle Income";87
649;67;55707;0;0;0;0;1;0;1;0;0;0;0;1;2348;6;"PhD";"Married";"65+";"Middle Income";78
650;40;70829;0;1;0;0;0;0;1;0;0;0;1;1;2369;6;"2n_Cycle";"Married";"35-44";"Upper Middle";78
651;65;55521;0;0;0;0;1;1;0;0;0;0;1;2;2409;6;"PhD";"Single";"55-65";"Middle Income";80
652;50;61209;0;0;1;0;0;1;0;0;0;0;0;0;2467;6;"Graduation";"Single";"45-54";"Upper Middle";82
653;68;57247;0;1;0;0;0;0;0;1;0;0;0;1;2484;6;"2n_Cycle";"Together";"65+";"Middle Income";82
654;48;62220;0;0;0;0;1;0;0;1;0;0;0;1;2846;7;"PhD";"Together";"45-54";"Upper Middle";94
655;66;63564;0;1;0;0;0;0;1;0;0;0;0;0;2310;6;"2n_Cycle";"Married";"65+";"Upper Middle";77
656;39;22944;0;0;0;1;0;1;0;0;0;0;1;0;2347;6;"Masters";"Single";"35-44";"Low Income";78
657;55;46891;0;1;0;0;0;0;1;0;0;0;0;1;2460;6;"2n_Cycle";"Married";"45-54";"Middle Income";82
658;55;72190;0;0;1;0;0;0;1;0;0;0;0;0;2660;7;"Graduation";"Married";"45-54";"Upper Middle";88
659;50;65968;0;0;0;0;1;0;0;1;0;0;0;1;2207;6;"PhD";"Together";"45-54";"Upper Middle";73
660;44;65991;0;0;1;0;0;0;1;0;0;0;0;1;2819;7;"Graduation";"Married";"35-44";"Upper Middle";93
661;62;42315;0;0;0;1;0;0;0;1;0;0;0;1;2511;6;"Masters";"Together";"55-65";"Middle Income";83
662;39;26872;0;0;1;0;0;0;1;0;0;0;0;0;2415;6;"Graduation";"Married";"35-44";"Low Income";80
663;48;38988;0;0;1;0;0;0;1;0;0;0;1;2;2837;7;"Graduation";"Married";"45-54";"Middle Income";94
664;49;49269;0;0;0;0;1;0;0;1;0;0;1;0;2842;7;"PhD";"Together";"45-54";"Middle Income";94
665;68;13084;1;0;0;0;0;0;0;1;0;0;0;0;2398;6;"Basic";"Together";"65+";"Low Income";79
666;56;58512;0;0;1;0;0;0;1;0;0;0;0;1;2442;6;"Graduation";"Married";"55-65";"Middle Income";81
667;39;56937;0;0;0;0;1;0;0;1;0;0;1;0;2853;7;"PhD";"Together";"35-44";"Middle Income";95
668;48;83443;0;0;0;0;1;0;0;1;0;0;0;0;2339;6;"PhD";"Together";"45-54";"Upper Middle";77
669;41;40662;0;0;0;1;0;0;1;0;0;0;1;0;2630;7;"Masters";"Married";"35-44";"Middle Income";87
670;38;41039;0;1;0;0;0;0;0;1;0;0;0;0;2498;6;"2n_Cycle";"Together";"35-44";"Middle Income";83
671;64;62058;0;0;0;1;0;0;1;0;0;0;0;1;2558;7;"Masters";"Married";"55-65";"Upper Middle";85
672;71;47570;0;0;0;1;0;0;0;0;0;1;1;1;2555;6;"Masters";"Widow";"65+";"Middle Income";85
673;54;89572;0;1;0;0;0;1;0;0;0;0;0;0;2811;7;"2n_Cycle";"Single";"45-54";"Upper Middle";93
674;62;51518;0;0;0;0;1;0;0;1;0;0;0;1;2428;6;"PhD";"Together";"55-65";"Middle Income";80
675;59;61923;0;0;0;1;0;0;1;0;0;0;0;2;2497;6;"Masters";"Married";"55-65";"Upper Middle";83
676;43;25315;0;1;0;0;0;0;0;1;0;0;1;0;2393;6;"2n_Cycle";"Together";"35-44";"Low Income";79
677;65;38946;0;0;1;0;0;0;0;1;0;0;0;1;2407;6;"Graduation";"Together";"55-65";"Middle Income";80
678;61;38829;0;0;0;0;1;0;1;0;0;0;0;1;2243;6;"PhD";"Married";"55-65";"Middle Income";74
679;51;43638;0;0;1;0;0;0;0;0;0;1;0;1;2851;7;"Graduation";"Widow";"45-54";"Middle Income";95
680;44;30772;0;0;1;0;0;0;1;0;0;0;1;1;2268;6;"Graduation";"Married";"35-44";"Middle Income";75
681;43;74985;0;0;1;0;0;0;1;0;0;0;0;0;2815;7;"Graduation";"Married";"35-44";"Upper Middle";93
682;42;38415;0;0;1;0;0;0;1;0;0;0;1;1;2702;7;"Graduation";"Married";"35-44";"Middle Income";90
683;65;57959;0;0;1;0;0;1;0;0;0;0;0;1;2582;7;"Graduation";"Single";"55-65";"Middle Income";86
684;36;42710;0;0;0;0;1;1;0;0;0;0;1;0;2737;7;"PhD";"Single";"35-44";"Middle Income";91
685;25;34824;0;0;1;0;0;1;0;0;0;0;0;0;2254;6;"Graduation";"Single";"25-34";"Middle Income";75
686;38;84169;0;0;0;0;1;0;1;0;0;0;0;0;2485;6;"PhD";"Married";"35-44";"Upper Middle";82
687;52;19329;0;0;1;0;0;0;1;0;0;0;1;0;2356;6;"Graduation";"Married";"45-54";"Low Income";78
688;48;21359;0;0;1;0;0;1;0;0;0;0;1;0;2594;7;"Graduation";"Single";"45-54";"Low Income";86
689;51;80952;0;0;1;0;0;0;1;0;0;0;0;0;2645;7;"Graduation";"Married";"45-54";"Upper Middle";88
690;44;54058;0;0;1;0;0;0;0;1;0;0;0;1;2549;6;"Graduation";"Together";"35-44";"Middle Income";84
691;55;48006;0;0;1;0;0;0;1;0;0;0;1;1;2179;5;"Graduation";"Married";"45-54";"Middle Income";72
692;71;26518;0;0;0;0;1;1;0;0;0;0;1;1;2606;7;"PhD";"Single";"65+";"Low Income";86
693;53;65777;0;0;1;0;0;0;0;1;0;0;0;0;2351;6;"Graduation";"Together";"45-54";"Upper Middle";78
694;50;61872;0;0;0;1;0;0;1;0;0;0;0;1;2357;6;"Masters";"Married";"45-54";"Upper Middle";78
695;30;24683;0;1;0;0;0;0;1;0;0;0;1;0;2272;6;"2n_Cycle";"Married";"25-34";"Low Income";75
696;48;27213;0;0;0;0;1;1;0;0;0;0;1;0;2827;7;"PhD";"Single";"45-54";"Low Income";94
697;66;22507;0;0;1;0;0;1;0;0;0;0;0;0;2741;7;"Graduation";"Single";"65+";"Low Income";91
698;32;20518;0;0;1;0;0;1;0;0;0;0;1;0;2201;6;"Graduation";"Single";"25-34";"Low Income";73
699;40;45889;0;1;0;0;0;1;0;0;0;0;0;1;2521;6;"2n_Cycle";"Single";"35-44";"Middle Income";84
700;56;85620;0;0;1;0;0;0;0;0;0;1;0;0;2332;6;"Graduation";"Widow";"55-65";"Upper Middle";77
701;59;45938;0;0;1;0;0;1;0;0;0;0;0;0;2397;6;"Graduation";"Single";"55-65";"Middle Income";79
702;40;47850;0;0;1;0;0;0;1;0;0;0;1;0;2367;6;"Graduation";"Married";"35-44";"Middle Income";78
703;42;25804;0;1;0;0;0;0;1;0;0;0;1;0;2460;6;"2n_Cycle";"Married";"35-44";"Low Income";82
704;39;35523;0;1;0;0;0;0;1;0;0;0;1;0;2428;6;"2n_Cycle";"Married";"35-44";"Middle Income";80
705;46;37087;0;0;0;0;1;0;1;0;0;0;1;0;2481;6;"PhD";"Married";"45-54";"Middle Income";82
706;62;78952;0;0;0;0;1;0;0;1;0;0;0;1;2802;7;"PhD";"Together";"55-65";"Upper Middle";93
707;49;65808;0;0;0;0;1;0;0;0;1;0;1;1;2189;5;"PhD";"Divorced";"45-54";"Upper Middle";72
708;63;82017;0;0;0;0;1;0;1;0;0;0;0;0;2758;7;"PhD";"Married";"55-65";"Upper Middle";91
709;52;19514;0;0;1;0;0;0;1;0;0;0;1;1;2313;6;"Graduation";"Married";"45-54";"Low Income";77
710;48;65685;0;0;1;0;0;0;1;0;0;0;0;1;2251;6;"Graduation";"Married";"45-54";"Upper Middle";75
711;64;62503;0;0;1;0;0;0;1;0;0;0;0;1;2655;7;"Graduation";"Married";"55-65";"Upper Middle";88
712;43;56628;0;0;1;0;0;1;0;0;0;0;0;1;2259;6;"Graduation";"Single";"35-44";"Middle Income";75
713;34;21846;0;0;1;0;0;0;0;0;1;0;1;0;2409;6;"Graduation";"Divorced";"25-34";"Low Income";80
714;46;30351;0;0;0;0;1;0;0;1;0;0;1;0;2547;6;"PhD";"Together";"45-54";"Middle Income";84
715;48;41644;0;0;0;0;1;1;0;0;0;0;1;1;2210;6;"PhD";"Single";"45-54";"Middle Income";73
716;47;27159;0;0;0;1;0;0;1;0;0;0;1;1;2251;6;"Masters";"Married";"45-54";"Low Income";75
717;28;48789;0;0;1;0;0;1;0;0;0;0;0;0;2816;7;"Graduation";"Single";"25-34";"Middle Income";93
718;49;72258;0;0;1;0;0;1;0;0;0;0;0;1;2449;6;"Graduation";"Single";"45-54";"Upper Middle";81
719;55;51390;0;0;0;1;0;0;0;0;0;1;1;1;2818;7;"Masters";"Widow";"45-54";"Middle Income";93
720;69;78939;0;0;0;0;1;0;1;0;0;0;0;0;2358;6;"PhD";"Married";"65+";"Upper Middle";78
721;47;44051;0;0;0;1;0;0;0;0;1;0;1;1;2675;7;"Masters";"Divorced";"45-54";"Middle Income";89
722;53;56575;0;0;0;0;1;0;0;1;0;0;0;2;2579;7;"PhD";"Together";"45-54";"Middle Income";85
723;44;46310;0;0;1;0;0;0;0;0;1;0;1;0;2732;7;"Graduation";"Divorced";"35-44";"Middle Income";91
724;39;42395;0;1;0;0;0;1;0;0;0;0;1;1;2245;6;"2n_Cycle";"Single";"35-44";"Middle Income";74
725;70;34026;0;0;1;0;0;0;0;1;0;0;1;1;2487;6;"Graduation";"Together";"65+";"Middle Income";82
726;62;81320;0;0;1;0;0;0;1;0;0;0;0;0;2667;7;"Graduation";"Married";"55-65";"Upper Middle";88
727;46;60093;0;0;1;0;0;0;1;0;0;0;0;1;2527;6;"Graduation";"Married";"45-54";"Upper Middle";84
728;60;17144;0;0;0;1;0;0;0;1;0;0;1;1;2293;6;"Masters";"Together";"55-65";"Low Income";76
729;50;54137;0;0;1;0;0;0;0;0;1;0;0;1;2476;6;"Graduation";"Divorced";"45-54";"Middle Income";82
730;46;71466;0;0;0;0;1;1;0;0;0;0;0;0;2244;6;"PhD";"Single";"45-54";"Upper Middle";74
731;40;25130;0;1;0;0;0;0;0;1;0;0;1;0;2429;6;"2n_Cycle";"Together";"35-44";"Low Income";80
732;40;76412;0;0;0;0;1;1;0;0;0;0;0;0;2579;7;"PhD";"Single";"35-44";"Upper Middle";85
733;57;39548;0;1;0;0;0;1;0;0;0;0;1;1;2249;6;"2n_Cycle";"Single";"55-65";"Middle Income";74
734;37;76630;0;0;1;0;0;0;1;0;0;0;0;0;2325;6;"Graduation";"Married";"35-44";"Upper Middle";77
735;49;42767;0;0;0;0;1;1;0;0;0;0;2;0;2573;7;"PhD";"Single";"45-54";"Middle Income";85
736;57;50437;0;0;1;0;0;0;1;0;0;0;0;2;2779;7;"Graduation";"Married";"55-65";"Middle Income";92
737;65;76005;0;0;1;0;0;0;0;1;0;0;0;0;2651;7;"Graduation";"Together";"55-65";"Upper Middle";88
738;55;40760;0;0;0;0;1;1;0;0;0;0;0;1;2462;6;"PhD";"Single";"45-54";"Middle Income";82
